referenceID,siteID,exp_or_control,year,family,genus,species,id2species,abund
Pekar1998,25,E,1994,,Mangora,acalypha,1,4
Pekar1998,25,E,1994,,Erigone,dentipalpis,1,8
Pekar1998,25,E,1994,,Anelosimus,vittatus,1,2
Pekar1998,25,E,1994,,Enoplognatha,latimana,1,3
Pekar1998,25,E,1994,,Theridion,bimaculatum,1,15
Pekar1998,25,E,1994,,Theridion,impressum,1,47
Pekar1998,25,E,1994,,Theridion,pinastri,1,3
Pekar1998,25,E,1994,,Theridion,varians,1,20
Pekar1998,25,E,1994,,Dictyna,uncinata,1,3
Pekar1998,25,E,1994,,Clubiona,pallidula,1,4
Pekar1998,25,E,1994,,Philodromus,cespitum,1,59
Pekar1998,25,E,1994,,Philodromus,margaritatus,1,3
Pekar1998,25,E,1994,,Misumenops,tricuspidatus,1,37
Pekar1998,25,E,1994,,Thomisus,onustus,1,6
Pekar1998,25,E,1994,,Xysticus,cristatus,1,1
Pekar1998,25,E,1994,,Pseudicius,encarpatus,1,2
Pekar1998,25,E,1994,,Salticus,scenicus,1,1
Pekar1998,26,E,1994,,Araniella,cucurbitina,1,40
Pekar1998,26,E,1994,,Gibbaranea,gibbosa,1,7
Pekar1998,26,E,1994,,Lariniodies,patagiatus,1,1
Pekar1998,26,E,1994,,Mangora,acalypha,1,2
Pekar1998,26,E,1994,,Linyphia,hortensis,1,1
Pekar1998,26,E,1994,,Anelosimus,vittatus,1,2
Pekar1998,26,E,1994,,Theridion,bimaculatum,1,43
Pekar1998,26,E,1994,,Theridion,impressum,1,31
Pekar1998,26,E,1994,,Theridion,pinastri,1,1
Pekar1998,26,E,1994,,Theridion,varians,1,11
Pekar1998,26,E,1994,,Dictyna,uncinata,1,4
Pekar1998,26,E,1994,,Philodromus,cespitum,1,63
Pekar1998,26,E,1994,,Misumenops,tricuspidatus,1,31
Pekar1998,26,E,1994,,Thomisus,onustus,1,2
Pekar1998,26,E,1994,,Xysticus,ulmi,1,1
Pekar1998,27,C,1994,,Tetragnatha,pinicola,1,4
Pekar1998,27,C,1994,,Aculepeira,ceropegia,1,3
Pekar1998,27,C,1994,,Araneus,diadematus,1,1
Pekar1998,27,C,1994,,Araniella,cucurbitina,1,121
Pekar1998,27,C,1994,,Gibbaranea,gibbosa,1,15
Pekar1998,27,C,1994,,Lariniodies,patagiatus,1,4
Pekar1998,27,C,1994,,Mangora,acalypha,1,8
Pekar1998,27,C,1994,,Anelosimus,vittatus,1,8
Pekar1998,27,C,1994,,Enoplognatha,latimana,1,5
Pekar1998,27,C,1994,,Theridion,bimaculatum,1,41
Pekar1998,27,C,1994,,Theridion,impressum,1,60
Pekar1998,27,C,1994,,Theridion,pinastri,1,3
Pekar1998,27,C,1994,,Theridion,varians,1,55
Pekar1998,27,C,1994,,Dictyna,uncinata,1,7
Pekar1998,27,C,1994,,Clubiona,pallidula,1,8
Pekar1998,27,C,1994,,Philodromus,cespitum,1,135
Pekar1998,27,C,1994,,Philodromus,rufus,1,27
Pekar1998,27,C,1994,,Misumenops,tricuspidatus,1,59
Pekar1998,27,C,1994,,Thomisus,onustus,1,2
Pekar1998,27,C,1994,,Xysticus,cristatus,1,6
Pekar1998,27,C,1994,,Ballus,chalybeius,1,3
Pekar1998,27,C,1994,,Salticus,scenicus,1,3
Stevenson1982,30,E,1979,,Enoplognatha,ovata,1,14
Stevenson1982,30,E,1979,,Bathyphantes,pallida,1,1
Stevenson1982,30,E,1979,,Bathyphantes,sp1,2,3
Stevenson1982,30,E,1979,,Bathyphantes,sp2,2,1
Stevenson1982,30,E,1979,,Circurina,brevis,1,2
Stevenson1982,30,E,1979,,Circurina,robusta,1,2
Stevenson1982,30,E,1979,,Circurina,sp1,2,1
Stevenson1982,30,E,1979,,Neoantisetea,agilis,1,1
Stevenson1982,30,E,1979,,Salticidae,sp1,2,1
Stevenson1982,31,E,1979,,Enoplognatha,ovata,1,37
Stevenson1982,31,E,1979,,Bathyphantes,pallida,1,4
Stevenson1982,31,E,1979,,Bathyphantes,sp1,2,7
Stevenson1982,31,E,1979,,Bathyphantes,sp2,2,1
Stevenson1982,31,E,1979,,Circurina,brevis,1,6
Stevenson1982,31,E,1979,,Circurina,robusta,1,2
Stevenson1982,31,E,1979,,Neoantisetea,agilis,1,2
Stevenson1982,31,E,1979,,Neoantisetea,sp1,2,1
Stevenson1982,31,E,1979,,Anyphaena,sp1,2,4
Stevenson1982,32,E,1979,,Enoplognatha,ovata,1,56
Stevenson1982,32,E,1979,,Bathyphantes,pallida,1,13
Stevenson1982,32,E,1979,,Bathyphantes,sp1,2,1
Stevenson1982,32,E,1979,,Circurina,brevis,1,3
Stevenson1982,32,E,1979,,Circurina,robusta,1,3
Stevenson1982,32,E,1979,,Circurina,sp1,2,3
Stevenson1982,32,E,1979,,Salticidae,sp1,2,1
Stevenson1982,33,E,1979,,Enoplognatha,ovata,1,114
Stevenson1982,33,E,1979,,Bathyphantes,pallida,1,2
Stevenson1982,33,E,1979,,Bathyphantes,sp1,2,3
Stevenson1982,33,E,1979,,Bathyphantes,sp2,2,7
Stevenson1982,33,E,1979,,Circurina,brevis,1,6
Stevenson1982,33,E,1979,,Circurina,robusta,1,7
Stevenson1982,33,E,1979,,Circurina,sp1,2,1
Stevenson1982,33,E,1979,,Circurina,sp1,2,1
Stevenson1982,33,E,1979,,Neoantisetea,agilis,1,2
Stevenson1982,33,E,1979,,Neoantisetea,sp1,2,1
Stevenson1982,33,E,1979,,Pirata,sp1,2,1
Stevenson1982,33,E,1979,,Anyphaena,sp1,2,5
Stevenson1982,33,E,1979,,Salticidae,sp1,2,1
Jung2008,50,E,2003,,Asiacoelotes,songminjae,1,6
Jung2008,50,E,2003,,Paracoelotes,spinivulvus,1,1
Jung2008,50,E,2003,,Achaeranea,angulithorax,1,1
Jung2008,50,E,2003,,Stemmopes,nipponicus,1,15
Jung2008,50,E,2003,,Paidiscura,subpallens,1,29
Jung2008,50,E,2003,,Nesticella,mogera,1,4
Jung2008,50,E,2003,Erigoninae,NULL,spp,0,12
Jung2008,50,E,2003,,Bathyphantes,gracilis,1,5
Jung2008,50,E,2003,,Oedothorax,insulanus,1,15
Jung2008,50,E,2003,,Ero,cambridgei,1,2
Jung2008,50,E,2003,,Mimetus,spp,0,1
Jung2008,50,E,2003,,Pachygnatha,tenera,1,5
Jung2008,50,E,2003,,Cybaeus,monsanensis,1,1
Jung2008,50,E,2003,,Pisaura,lama,1,2
Jung2008,50,E,2003,,Alopecosa,spp,0,2
Jung2008,50,E,2003,,Alopecosa,licenti,1,1
Jung2008,50,E,2003,,Arctosa,spp,0,3
Jung2008,50,E,2003,,Arctosa,ebicha,1,2
Jung2008,50,E,2003,,Pardosa,astrigera,1,3
Jung2008,50,E,2003,,Pardosa,hedini,1,1
Jung2008,50,E,2003,,Pardosa,laura,1,7
Jung2008,50,E,2003,,Pirata,procurvus,1,5
Jung2008,50,E,2003,,Anahita,fauna,1,6
Jung2008,50,E,2003,,Zora,nemoralis,1,1
Jung2008,50,E,2003,,Drassodes,serratidens,1,55
Jung2008,50,E,2003,,Drassyllus,coreanus,1,1
Jung2008,50,E,2003,,Haplodrassus,spp,0,1
Jung2008,50,E,2003,,Ozyptila,nongae,1,2
Jung2008,50,E,2003,,Xysticus,ephippiatus,1,15
Jung2008,50,E,2003,,Xysticus,saganus,1,2
Jung2008,50,E,2003,,Thanatus,nipponicus,1,2
Jung2008,50,E,2003,,Helicius,spp,0,1
Jung2008,50,E,2003,,Myrmarachne,formicaria,1,5
Jung2008,50,E,2003,,Sibianors,pullus,1,1
Jung2008,51,E,2003,,Asiacoelotes,songminjae,1,18
Jung2008,51,E,2003,,Coelotes,spp,0,1
Jung2008,51,E,2003,,Achaeranea,spp,0,1
Jung2008,51,E,2003,,Coleosoma,octomaculatum,1,3
Jung2008,51,E,2003,,Stemmopes,nipponicus,1,6
Jung2008,51,E,2003,,Paidiscura,subpallens,1,1
Jung2008,51,E,2003,,Nesticella,mogera,1,3
Jung2008,51,E,2003,Erigoninae,NULL,spp,0,2
Jung2008,51,E,2003,,Bathyphantes,gracilis,1,2
Jung2008,51,E,2003,,Neriene,oidedicata,1,1
Jung2008,51,E,2003,,Nipponoeta,projecta,1,5
Jung2008,51,E,2003,,Oedothorax,insulanus,1,3
Jung2008,51,E,2003,,Ummeliata,feminea,1,10
Jung2008,51,E,2003,,Alopecosa,moriutti,1,3
Jung2008,51,E,2003,,Arctosa,ebicha,1,4
Jung2008,51,E,2003,,Lycosa,coreana,1,1
Jung2008,51,E,2003,,Pardosa,astrigera,1,38
Jung2008,51,E,2003,,Pardosa,hedini,1,1
Jung2008,51,E,2003,,Pardosa,laura,1,2
Jung2008,51,E,2003,,Pirata,procurvus,1,7
Jung2008,51,E,2003,,Clubiona,psedogermanica,1,1
Jung2008,51,E,2003,,Anahita,fauna,1,7
Jung2008,51,E,2003,,Zora,nemoralis,1,1
Jung2008,51,E,2003,,Drassodes,serratidens,1,16
Jung2008,51,E,2003,,Drassyllus,vinealis,1,1
Jung2008,51,E,2003,,Gnaphosa,potanini,1,3
Jung2008,51,E,2003,,Zelotes,spp,0,2
Jung2008,51,E,2003,,Zelotes,davidi,1,4
Jung2008,51,E,2003,,Zelotes,wuchangensis,1,1
Jung2008,51,E,2003,,Oxyptila,nongae,1,5
Jung2008,51,E,2003,,Xysticus,ephippiatus,1,16
Jung2008,51,E,2003,,Thanatus,miniaceus,1,1
Jung2008,51,E,2003,,Thanatus,nipponicus,1,1
Jung2008,51,E,2003,,Myrmarachne,formicaria,1,1
Jung2008,51,E,2003,,Talavera,ikedai,1,2
Jung2008,52,E,2003,,Alloclubionoides,spp,0,1
Jung2008,52,E,2003,,Asiacoelotes,songminjae,1,2
Jung2008,52,E,2003,,Achaearanea,japonica,1,1
Jung2008,52,E,2003,,Achaearanea,oculipromimentis,1,2
Jung2008,52,E,2003,,Coleosoma,octomaculatum,1,2
Jung2008,52,E,2003,,Stemmopes,nipponicus,1,3
Jung2008,52,E,2003,,Paidiscura,subpallens,1,2
Jung2008,52,E,2003,,Nesticella,mogera,1,13
Jung2008,52,E,2003,Erigoninae,NULL,spp,0,9
Jung2008,52,E,2003,,Bathyphantes,gracilis,1,2
Jung2008,52,E,2003,,Gnathonarium,dentatum,1,1
Jung2008,52,E,2003,,Neriene,oidedicata,1,9
Jung2008,52,E,2003,,Nipponoeta,projecta,1,1
Jung2008,52,E,2003,,Ero,cambridgei,1,2
Jung2008,52,E,2003,,Mimetus,spp,0,3
Jung2008,52,E,2003,,Pisaura,lama,1,2
Jung2008,52,E,2003,,Alopecosa,moriutti,1,1
Jung2008,52,E,2003,,Arctosa,ebicha,1,1
Jung2008,52,E,2003,,Pardosa,astrigera,1,12
Jung2008,52,E,2003,,Pardosa,hedini,1,5
Jung2008,52,E,2003,,Pardosa,laura,1,25
Jung2008,52,E,2003,,Pirata,procurvus,1,91
Jung2008,52,E,2003,,Clubiona,kurilensis,1,4
Jung2008,52,E,2003,,Orthobula,crucifera,1,17
Jung2008,52,E,2003,,Anahita,fauna,1,49
Jung2008,52,E,2003,,Zora,nemoralis,1,25
Jung2008,52,E,2003,,Drassodes,spp,0,2
Jung2008,52,E,2003,,Drassodes,serratidens,1,53
Jung2008,52,E,2003,,Drassyllus,coreanus,1,1
Jung2008,52,E,2003,,Drassyllus,sanmenensis,1,53
Jung2008,52,E,2003,,Zelotes,spp,0,4
Jung2008,52,E,2003,,Zelotes,davidi,1,3
Jung2008,52,E,2003,,Zelotes,potanini,1,1
Jung2008,52,E,2003,,Zelotes,wuchangensis,1,2
Jung2008,52,E,2003,,Ebrechtella,tricuspidata,1,1
Jung2008,52,E,2003,,Ozyptila,nongae,1,29
Jung2008,52,E,2003,,Xysticus,ephippiatus,1,27
Jung2008,52,E,2003,,Xysticus,kurilensis,1,1
Jung2008,52,E,2003,,Philodromus,aureolus,1,1
Jung2008,52,E,2003,,Thanatus,nipponicus,1,5
Jung2008,52,E,2003,,Helicius,spp,0,2
Jung2008,52,E,2003,,Myrmarachne,formicaria,1,57
Jung2008,52,E,2003,,Phintella,linea,1,4
Jung2008,52,E,2003,,Sibianors,pullus,1,2
Jung2008,52,E,2003,,Talavera,ikedai,1,3
Jung2008,53,E,2003,,Asiacoelotes,songminjae,1,23
Jung2008,53,E,2003,,Coelotes,spp,0,5
Jung2008,53,E,2003,,Draconarius,kayasenensis,1,2
Jung2008,53,E,2003,,Cicurina,japonica,1,1
Jung2008,53,E,2003,,Lathys,dihamata,1,2
Jung2008,53,E,2003,,Achaearanea,angulithorax,1,2
Jung2008,53,E,2003,,Coleosoma,octomaculatum,1,1
Jung2008,53,E,2003,,Stemmopes,nipponicus,1,35
Jung2008,53,E,2003,,Paidiscura,subpallens,1,3
Jung2008,53,E,2003,,Nesticella,mogera,1,10
Jung2008,53,E,2003,,Erigoninae,spp,0,17
Jung2008,53,E,2003,,Bathyphantes,gracilis,1,6
Jung2008,53,E,2003,,Diplocephaloides,saganus,1,2
Jung2008,53,E,2003,,Gnathonarium,dentatum,1,8
Jung2008,53,E,2003,,Nipponoeta,projecta,1,1
Jung2008,53,E,2003,,Oedothorax,insulanus,1,14
Jung2008,53,E,2003,,Ummeliata,feminea,1,18
Jung2008,53,E,2003,,Ummeliata,insecticeps,1,1
Jung2008,53,E,2003,,Ero,spp,0,1
Jung2008,53,E,2003,,Pachygnatha,clercki,1,3
Jung2008,53,E,2003,,Pachygnatha,tenera,1,7
Jung2008,53,E,2003,,Dolomedes,sulfureus,1,3
Jung2008,53,E,2003,,Pisaura,lama,1,1
Jung2008,53,E,2003,,Alopecosa,licenti,1,3
Jung2008,53,E,2003,,Arctosa,spp,0,1
Jung2008,53,E,2003,,Arctosa,ebicha,1,14
Jung2008,53,E,2003,,Pardosa,astrigera,1,48
Jung2008,53,E,2003,,Pardosa,laura,1,86
Jung2008,53,E,2003,,Pirata,piratoides,1,1
Jung2008,53,E,2003,,Pirata,procurvus,1,32
Jung2008,53,E,2003,,Pirata,subpiraticus,1,2
Jung2008,53,E,2003,,Clubiona,kurilensis,1,5
Jung2008,53,E,2003,,Orthobula,crucifera,1,19
Jung2008,53,E,2003,,Trachelas,japonicus,1,1
Jung2008,53,E,2003,,Anahita,fauna,1,34
Jung2008,53,E,2003,,Zora,nemoralis,1,10
Jung2008,53,E,2003,,Drassodes,spp,0,1
Jung2008,53,E,2003,,Drassodes,serratidens,1,5
Jung2008,53,E,2003,,Drassyllus,sanmenensis,1,2
Jung2008,53,E,2003,,Drassyllus,vinealis,1,1
Jung2008,53,E,2003,,Zelotes,spp,0,8
Jung2008,53,E,2003,,Zelotes,davidi,1,5
Jung2008,53,E,2003,,Ozyptila,nongae,1,3
Jung2008,53,E,2003,,Xysticus,ephippiatus,1,10
Jung2008,53,E,2003,,Xysticus,saganus,1,1
Jung2008,53,E,2003,,Myrmarachne,formicaria,1,3
Jung2008,53,E,2003,,Phintella,arenicolor,1,2
Jung2008,53,E,2003,,Phintella,linea,1,2
Jung2008,54,E,2003,,Coelotes,spp,0,2
Jung2008,54,E,2003,,Cicurina,japonica,1,1
Jung2008,54,E,2003,,Achaearanea,japonica,1,5
Jung2008,54,E,2003,,Coleosoma,octomaculatum,1,1
Jung2008,54,E,2003,,Stemmopes,nipponicus,1,15
Jung2008,54,E,2003,,Paidiscura,subpallens,1,6
Jung2008,54,E,2003,,Nesticella,mogera,1,45
Jung2008,54,E,2003,Erigoninae,NULL,spp,0,27
Jung2008,54,E,2003,,Bathyphantes,gracilis,1,8
Jung2008,54,E,2003,,Diplocephaloides,saganus,1,9
Jung2008,54,E,2003,,Erigone,koshiensis,1,11
Jung2008,54,E,2003,,Gnathonarium,dentatum,1,11
Jung2008,54,E,2003,,Ummeliata,insecticeps,1,14
Jung2008,54,E,2003,,Walckenaeria,lurida,1,1
Jung2008,54,E,2003,,Pachygnatha,tenera,1,5
Jung2008,54,E,2003,,Dolomedes,sulfureus,1,1
Jung2008,54,E,2003,,Arctosa,spp,0,2
Jung2008,54,E,2003,,Pardosa,astrigera,1,25
Jung2008,54,E,2003,,Pardosa,laura,1,36
Jung2008,54,E,2003,,Pirata,piratoides,1,21
Jung2008,54,E,2003,,Pirata,procurvus,1,4
Jung2008,54,E,2003,,Clubiona,kurilensis,1,10
Jung2008,54,E,2003,,Orthobula,crucifera,1,1
Jung2008,54,E,2003,,Drassodes,serratidens,1,1
Jung2008,54,E,2003,,Drassyllus,spp,0,1
Jung2008,54,E,2003,,Drassyllus,sanmenensis,1,9
Jung2008,54,E,2003,,Gnaphosa,kompirensis,1,1
Jung2008,54,E,2003,,Zelotes,spp,0,3
Jung2008,54,E,2003,,Ebrechtella,tricuspidata,1,1
Jung2008,54,E,2003,,Ozyptila,nongae,1,10
Jung2008,54,E,2003,,Xysticus,ephippiatus,1,8
Jung2008,54,E,2003,,Xysticus,kurilensis,1,4
Jung2008,54,E,2003,,Thanatus,nipponicus,1,3
Jung2008,54,E,2003,,Evacha,albaria,1,1
Jung2008,54,E,2003,,Myrmarachne,formicaria,1,4
Jung2008,54,E,2003,,Phintella,arenicolor,1,3
Jung2008,54,E,2003,,Phintella,linea,1,10
Jung2008,54,E,2003,Salticidae,NULL,spp,0,1
Jung2008,55,E,2003,,Asiacoelotes,songminjae,1,9
Jung2008,55,E,2003,,Coelotes,spp,0,1
Jung2008,55,E,2003,,Draconarius,kayasenensis,1,1
Jung2008,55,E,2003,,Nurscia,albofasciata,1,3
Jung2008,55,E,2003,,Cicurina,japonica,1,1
Jung2008,55,E,2003,,Stemmopes,nipponicus,1,76
Jung2008,55,E,2003,Erigoninae,NULL,spp,0,6
Jung2008,55,E,2003,,Bathyphantes,gracilis,1,3
Jung2008,55,E,2003,,Gnathonarium,dentatum,1,2
Jung2008,55,E,2003,,Neriene,oidedicata,1,1
Jung2008,55,E,2003,,Ummeliata,feminea,1,3
Jung2008,55,E,2003,,Alopecosa,licenti,1,6
Jung2008,55,E,2003,,Arctosa,kwangreungensis,1,1
Jung2008,55,E,2003,,Pardosa,astrigera,1,102
Jung2008,55,E,2003,,Pardosa,hedini,1,2
Jung2008,55,E,2003,,Pardosa,laura,1,70
Jung2008,55,E,2003,,Pirata,piratoides,1,1
Jung2008,55,E,2003,,Pirata,procurvus,1,1
Jung2008,55,E,2003,,Trochosa,ruricola,1,6
Jung2008,55,E,2003,,Catianeria,spp,0,5
Jung2008,55,E,2003,,Orthobula,crucifera,1,2
Jung2008,55,E,2003,,Anahita,fauna,1,12
Jung2008,55,E,2003,,Zora,nemoralis,1,15
Jung2008,55,E,2003,,Drassodes,serratidens,1,10
Jung2008,55,E,2003,,Drassyllus,coreanus,1,1
Jung2008,55,E,2003,,Gnaphosa,kompirensis,1,4
Jung2008,55,E,2003,,Zelotes,spp,0,4
Jung2008,55,E,2003,,Zelotes,davidi,1,2
Jung2008,55,E,2003,,Zelotes,wuchangensis,1,2
Jung2008,55,E,2003,,Ozyptila,nongae,1,5
Jung2008,55,E,2003,,Xysticus,ephippiatus,1,9
Jung2008,55,E,2003,,Philodromus,aureolus,1,2
Jung2008,55,E,2003,,Thanatus,miniaceus,1,31
Jung2008,55,E,2003,,Asianellu,festivus,1,3
Jung2008,55,E,2003,,Euophrys,frontalis,1,7
Jung2008,55,E,2003,,Evacha,albaria,1,4
Jung2008,55,E,2003,,Heliophanus,lineiventris,1,2
Jung2008,55,E,2003,,Phintella,arenicolor,1,1
Jung2008,55,E,2003,,Sibianors,pullus,1,2
Vargas2000,62,E,1996,Pholcidae,Modisimus,montanus,1,67
Vargas2000,62,E,1996,Ochyroceratidae,Theotima,radiata,1,23
Vargas2000,62,E,1996,Dipluridae,Masteria,petrunkevitchi,1,18
Vargas2000,62,E,1996,Corinnidae,Corinna,jayuyae,1,6
Vargas2000,62,E,1996,Corinnidae,Trachelas,bicolor,1,1
Vargas2000,62,E,1996,Heteropodidae,Pseudosparianthis,jayuyae,1,7
Vargas2000,62,E,1996,Salticidae,Corythalia,gloriae,1,5
Vargas2000,62,E,1996,Oonopidae,Dysderina.cf,spp,0,1
Vargas2000,62,E,1996,Oonopidae,Oonops,ebenicus,1,4
Vargas2000,62,E,1996,Oonopidae,Oonops,spp,0,1
Vargas2000,62,E,1996,Oonopidae,Opopaea,lutzi.cf,2,3
Vargas2000,62,E,1996,Oonopidae,Stenoonops,spp,0,2
Vargas2000,62,E,1996,Ctenidae,Oligoctenus,ottleyi,1,1
Vargas2000,62,E,1996,Barychelidae,Trichopelma,corozali,1,8
Vargas2000,62,E,1996,Liocranidae,Phrurolithus,insularis,1,3
Vargas2000,62,E,1996,Prodidomidae,Lygromma,spp,0,1
Vargas2000,62,E,1996,Tetragnathidae,Agriognatha,gloriae,1,1
Vargas2000,63,E,1996,Pholcidae,Modisimus,montanus,1,87
Vargas2000,63,E,1996,Ochyroceratidae,Theotima,radiata,1,72
Vargas2000,63,E,1996,Dipluridae,Masteria,petrunkevitchi,1,8
Vargas2000,63,E,1996,Corinnidae,Corinna,jayuyae,1,8
Vargas2000,63,E,1996,Salticidae,Corythalia,gloriae,1,4
Vargas2000,63,E,1996,Salticidae,Oningis,minutus,1,1
Vargas2000,63,E,1996,Oonopidae,Oonops,ebenicus,1,1
Vargas2000,63,E,1996,Ctenidae,Celaetycheus,strennus,1,1
Vargas2000,63,E,1996,Ctenidae,Oligoctenus,ottleyi,1,1
Vargas2000,63,E,1996,Symphytognathidae,Mysmena,caribbaea,1,2
Vargas2000,63,E,1996,Barychelidae,Trichopelma,corozali,1,7
Vargas2000,63,E,1996,Hahniidae,Neohahnia,ernesti,1,2
Vargas2000,63,E,1996,Linyphiidae,Leptyphantes,microserratus,1,6
Vargas2000,63,E,1996,Theraphosidae,Ischnocolus,culebrae,1,1
Vargas2000,63,E,1996,Theridiosomatidae,Chthonas,spp,0,2
Vargas2000,63,E,1996,Thomisidae,Epicaudus,mutchleri,1,1
Vargas2000,64,C,1996,Pholcidae,Modisimus,montanus,1,79
Vargas2000,64,C,1996,Ochyroceratidae,Ochyrocera,spp,0,1
Vargas2000,64,C,1996,Ochyroceratidae,Theotima,radiata,1,37
Vargas2000,64,C,1996,Dipluridae,Masteria,petrunkevitchi,1,11
Vargas2000,64,C,1996,Corinnidae,Corinna,jayuyae,1,9
Vargas2000,64,C,1996,Heteropodidae,Pseudosparianthis,jayuyae,1,4
Vargas2000,64,C,1996,Salticidae,Oningis,minutus,1,3
Vargas2000,64,C,1996,Oonopidae,Oonops,ebenicus,1,7
Vargas2000,64,C,1996,Salticidae,Corythalia,gloriae,1,8
